monster ID,monster type,number of arms,number of legs,power level,uuid
4788,zombie,1,1,36,4788
4789,spider,4,4,72,4789
4790,goblin,4,2,27,4790
4791,ghost,0,2,45,4791
4792,ghost,0,0,46,4792
4793,zombie,1,0,14,4793
4794,zombie,1,1,32,4794
4795,dragon,4,2,80,4795
4796,zombie,2,2,26,4796
4797,zombie,0,2,35,4797
4798,zombie,2,0,26,4798
4799,goblin,1,2,26,4799
4800,zombie,1,0,12,4800
4801,spider,4,4,42,4801
4802,spider,4,4,35,4802
4803,spider,4,4,61,4803
4804,ghost,1,2,30,4804
4805,goblin,2,2,12,4805
4806,ghost,2,2,49,4806
4807,ghost,0,0,34,4807
4808,ghost,1,0,47,4808
4809,zombie,2,2,26,4809
4810,goblin,1,2,0,4810
4811,zombie,1,0,29,4811
4812,dragon,4,2,92,4812
4813,zombie,1,1,27,4813
4814,dragon,4,4,82,4814
4815,zombie,1,2,27,4815
4816,ghost,0,2,59,4816
4817,spider,4,4,69,4817
4818,zombie,0,2,31,4818
4819,dragon,4,2,80,4819
4820,spider,4,4,37,4820
4821,ghost,1,2,45,4821
4822,zombie,2,1,34,4822
4823,zombie,2,0,32,4823
4824,spider,4,4,52,4824
4825,dragon,2,4,84,4825
4826,ghost,1,0,37,4826
4827,ghost,2,2,41,4827
4828,spider,4,4,63,4828
4829,goblin,3,2,8,4829
4830,ghost,0,0,36,4830
4831,zombie,2,0,35,4831
4832,dragon,4,4,93,4832
4833,ghost,2,2,59,4833
4834,zombie,0,1,26,4834
4835,dragon,2,4,95,4835
4836,goblin,2,2,21,4836
4837,goblin,2,2,18,4837
4838,ghost,2,2,38,4838
4839,spider,4,4,67,4839
4840,ghost,0,0,37,4840
4841,zombie,2,0,35,4841
4842,goblin,1,2,15,4842
4843,dragon,2,4,89,4843
4844,ghost,1,0,46,4844
4845,goblin,2,2,13,4845
4846,dragon,4,4,95,4846
4847,zombie,2,1,18,4847
4848,ghost,1,2,41,4848
4849,zombie,1,1,32,4849
4850,dragon,2,2,92,4850
4851,dragon,2,4,87,4851
4852,goblin,3,2,0,4852
4853,zombie,1,0,32,4853
4854,dragon,2,2,83,4854
4855,goblin,4,2,12,4855
4856,dragon,4,4,80,4856
4857,zombie,2,0,20,4857
4858,goblin,2,2,19,4858
4859,zombie,1,2,19,4859
4860,dragon,2,2,85,4860
4861,spider,4,4,65,4861
4862,spider,4,4,57,4862
4863,dragon,4,2,88,4863
4864,spider,4,4,36,4864
4865,ghost,0,2,56,4865
4866,dragon,2,2,85,4866
4867,zombie,0,0,37,4867
4868,spider,4,4,68,4868
4869,ghost,2,2,43,4869
4870,spider,4,4,60,4870
4871,dragon,2,2,99,4871
4872,dragon,4,2,87,4872
4873,spider,4,4,73,4873
4874,zombie,0,1,25,4874
4875,goblin,1,2,9,4875
4876,zombie,1,0,32,4876
4877,spider,4,4,36,4877
4878,ghost,2,2,45,4878
4879,zombie,1,2,29,4879
4880,dragon,4,2,98,4880
4881,ghost,2,2,33,4881
4882,spider,4,4,40,4882
4883,goblin,1,2,9,4883
4884,dragon,4,4,99,4884
4885,goblin,3,2,7,4885
4886,ghost,2,0,35,4886
4887,zombie,2,2,32,4887
4888,ghost,2,0,32,4888
4889,zombie,2,1,15,4889
4890,ghost,1,2,60,4890
4891,ghost,2,0,45,4891
4892,zombie,2,2,14,4892
4893,goblin,1,2,1,4893
4894,dragon,4,4,96,4894
4895,zombie,0,1,13,4895
4896,zombie,2,0,36,4896
4897,dragon,2,2,96,4897
4898,ghost,0,2,48,4898
4899,ghost,1,2,42,4899
4900,goblin,4,2,15,4900
4901,ghost,2,0,34,4901
4902,zombie,1,0,23,4902
4903,zombie,0,0,22,4903
4904,zombie,0,2,20,4904
4905,ghost,0,0,45,4905
4906,ghost,0,2,44,4906
4907,goblin,3,2,14,4907
4908,zombie,0,1,25,4908
4909,zombie,0,0,31,4909
4910,goblin,1,2,12,4910
4911,zombie,1,0,25,4911
4912,goblin,1,2,15,4912
4913,dragon,2,4,98,4913
4914,goblin,4,2,15,4914
4915,dragon,2,4,97,4915
4916,spider,4,4,44,4916
4917,ghost,2,0,53,4917
4918,ghost,1,2,54,4918
4919,zombie,0,0,21,4919
4920,zombie,1,0,23,4920
4921,dragon,4,4,100,4921
4922,spider,4,4,38,4922
4923,goblin,2,2,30,4923
4924,zombie,2,0,13,4924
4925,goblin,4,2,6,4925
4926,ghost,0,2,33,4926
4927,zombie,2,1,35,4927
4928,goblin,4,2,9,4928
4929,spider,4,4,35,4929
4930,zombie,0,1,37,4930
4931,spider,4,4,51,4931
4932,goblin,4,2,7,4932
4933,ghost,1,2,34,4933
4934,ghost,1,2,59,4934
4935,ghost,0,2,39,4935
4936,spider,4,4,75,4936
4937,zombie,0,1,24,4937
4938,dragon,2,2,89,4938
4939,goblin,2,2,27,4939
4940,ghost,1,2,42,4940
4941,spider,4,4,57,4941
4942,ghost,0,0,38,4942
4943,ghost,2,0,38,4943
4944,goblin,1,2,23,4944
4945,goblin,1,2,15,4945
4946,spider,4,4,61,4946
4947,zombie,1,0,32,4947
4948,spider,4,4,48,4948
4949,ghost,2,0,58,4949
4950,ghost,0,2,40,4950
4951,goblin,4,2,18,4951
4952,zombie,0,1,40,4952
4953,zombie,0,2,38,4953
4954,goblin,3,2,17,4954
4955,ghost,2,0,46,4955
4956,goblin,4,2,18,4956
4957,dragon,2,2,96,4957
4958,dragon,4,4,86,4958
4959,ghost,2,2,38,4959
4960,spider,4,4,49,4960
4961,zombie,0,2,28,4961
4962,ghost,1,2,58,4962
4963,dragon,4,2,87,4963
4964,spider,4,4,36,4964
4965,dragon,2,2,94,4965
4966,dragon,4,2,98,4966
4967,zombie,1,1,27,4967
4968,ghost,1,0,48,4968
4969,zombie,1,1,25,4969
4970,dragon,4,4,84,4970
4971,ghost,1,2,49,4971
4972,goblin,3,2,3,4972
4973,ghost,1,0,40,4973
4974,spider,4,4,38,4974
4975,zombie,0,0,32,4975
4976,zombie,0,1,22,4976
4977,dragon,2,2,99,4977
4978,zombie,1,2,18,4978
4979,dragon,2,2,97,4979
4980,goblin,1,2,22,4980
4981,ghost,1,2,49,4981
4982,dragon,2,4,98,4982
4983,zombie,0,2,35,4983
4984,dragon,2,2,99,4984
4985,dragon,4,2,90,4985
4986,spider,4,4,68,4986
4987,spider,4,4,59,4987
4988,spider,4,4,45,4988
4989,goblin,3,2,15,4989
4990,zombie,0,2,39,4990
4991,dragon,2,4,90,4991
4992,ghost,2,2,35,4992
4993,dragon,4,2,93,4993
4994,spider,4,4,55,4994
4995,dragon,4,4,85,4995
4996,dragon,4,4,86,4996
4997,zombie,1,2,26,4997
4998,spider,4,4,44,4998
4999,zombie,0,2,32,4999
5000,spider,4,4,48,5000
5001,spider,4,4,60,5001
5002,spider,4,4,73,5002
5003,dragon,4,2,87,5003
5004,zombie,0,0,21,5004
5005,dragon,4,4,81,5005
5006,spider,4,4,65,5006
5007,goblin,2,2,26,5007
5008,ghost,0,0,31,5008
5009,zombie,1,1,13,5009
5010,dragon,2,2,94,5010
5011,goblin,1,2,21,5011
5012,zombie,0,2,21,5012
5013,ghost,1,2,56,5013
5014,zombie,0,0,15,5014
5015,ghost,2,2,55,5015
5016,goblin,2,2,13,5016
5017,goblin,3,2,26,5017
5018,zombie,1,0,23,5018
5019,ghost,1,2,37,5019
5020,spider,4,4,65,5020
5021,goblin,4,2,16,5021
5022,zombie,1,2,10,5022
5023,zombie,0,2,27,5023
5024,spider,4,4,63,5024
5025,spider,4,4,63,5025
5026,dragon,4,4,97,5026
5027,goblin,4,2,19,5027
5028,dragon,4,2,99,5028
5029,goblin,3,2,13,5029
5030,spider,4,4,37,5030
5031,ghost,2,2,35,5031
5032,ghost,2,2,59,5032
5033,zombie,1,1,38,5033
5034,zombie,1,0,24,5034
5035,zombie,0,0,15,5035
5036,zombie,2,2,17,5036
5037,dragon,4,4,88,5037
5038,dragon,4,4,88,5038
5039,ghost,0,0,43,5039
5040,zombie,0,0,32,5040
5041,zombie,2,1,25,5041
5042,goblin,2,2,23,5042
5043,goblin,2,2,5,5043
5044,dragon,4,4,97,5044
5045,zombie,0,0,28,5045
5046,goblin,2,2,2,5046
5047,zombie,1,2,16,5047
5048,ghost,1,2,40,5048
5049,goblin,3,2,26,5049
5050,dragon,2,2,95,5050
5051,ghost,0,0,44,5051
5052,zombie,1,1,35,5052
5053,spider,4,4,66,5053
5054,goblin,4,2,2,5054
5055,dragon,2,2,98,5055
5056,goblin,4,2,24,5056
5057,goblin,2,2,20,5057
5058,dragon,2,4,87,5058
5059,spider,4,4,48,5059
5060,dragon,4,2,92,5060
5061,dragon,2,4,83,5061
5062,zombie,1,2,21,5062
5063,ghost,2,2,43,5063
5064,spider,4,4,62,5064
5065,zombie,1,2,34,5065
5066,zombie,0,0,36,5066
5067,ghost,2,2,55,5067
5068,dragon,2,4,95,5068
5069,ghost,0,0,48,5069
5070,dragon,2,4,86,5070
5071,goblin,1,2,3,5071
5072,ghost,1,2,47,5072
5073,spider,4,4,38,5073
5074,spider,4,4,64,5074
5075,ghost,2,2,51,5075
5076,goblin,1,2,17,5076
5077,zombie,0,2,33,5077
5078,spider,4,4,62,5078
5079,zombie,0,2,22,5079
5080,zombie,0,1,28,5080
5081,spider,4,4,64,5081
5082,zombie,2,1,35,5082
5083,zombie,2,2,36,5083
5084,dragon,4,2,98,5084
5085,spider,4,4,42,5085
5086,ghost,0,2,44,5086
5087,ghost,2,0,48,5087
5088,goblin,1,2,17,5088
5089,spider,4,4,35,5089
5090,spider,4,4,73,5090
5091,dragon,2,2,90,5091
5092,ghost,0,2,46,5092
5093,zombie,0,1,22,5093
5094,goblin,4,2,1,5094
5095,dragon,2,4,91,5095
5096,spider,4,4,58,5096
5097,zombie,0,2,11,5097
5098,zombie,0,2,26,5098
5099,dragon,4,2,99,5099
5100,spider,4,4,45,5100
5101,dragon,2,4,88,5101
5102,goblin,2,2,5,5102
5103,goblin,3,2,3,5103
5104,dragon,2,4,83,5104
5105,spider,4,4,70,5105
5106,ghost,2,2,47,5106
5107,zombie,2,0,23,5107
5108,dragon,2,4,94,5108
5109,zombie,1,1,18,5109
5110,zombie,0,0,26,5110
5111,ghost,1,2,39,5111
5112,zombie,2,2,23,5112
5113,ghost,1,0,52,5113
5114,zombie,1,2,32,5114
5115,goblin,2,2,11,5115
5116,spider,4,4,74,5116
5117,ghost,1,0,44,5117
5118,goblin,3,2,21,5118
5119,zombie,2,2,16,5119
5120,spider,4,4,52,5120
5121,zombie,1,2,24,5121
5122,ghost,0,2,58,5122
5123,dragon,4,4,96,5123
5124,ghost,0,0,37,5124
5125,zombie,0,1,33,5125
5126,dragon,2,4,84,5126
5127,spider,4,4,45,5127
5128,zombie,2,2,26,5128
5129,ghost,2,0,41,5129
5130,goblin,2,2,27,5130
5131,ghost,0,2,50,5131
5132,dragon,4,2,92,5132
5133,goblin,1,2,18,5133
5134,goblin,4,2,7,5134
5135,zombie,2,0,14,5135
5136,zombie,0,0,29,5136
5137,goblin,3,2,3,5137
5138,goblin,4,2,4,5138
5139,ghost,0,2,47,5139
5140,zombie,0,2,10,5140
5141,spider,4,4,42,5141
5142,goblin,3,2,6,5142
5143,ghost,2,2,54,5143
5144,dragon,2,4,94,5144
5145,spider,4,4,70,5145
5146,dragon,2,4,90,5146
5147,zombie,0,2,11,5147
5148,goblin,3,2,23,5148
5149,ghost,2,0,57,5149
5150,ghost,1,0,42,5150
5151,dragon,4,4,84,5151
5152,spider,4,4,41,5152
5153,ghost,0,0,56,5153
5154,ghost,1,2,38,5154
5155,ghost,0,0,39,5155
5156,spider,4,4,46,5156
5157,zombie,1,1,16,5157
5158,goblin,1,2,27,5158
5159,spider,4,4,42,5159
5160,goblin,2,2,9,5160
5161,ghost,2,2,51,5161
5162,spider,4,4,40,5162
5163,zombie,2,1,24,5163
5164,dragon,4,2,82,5164
5165,spider,4,4,39,5165
5166,spider,4,4,63,5166
5167,zombie,0,0,16,5167
5168,zombie,2,1,40,5168
5169,goblin,1,2,27,5169
5170,dragon,2,2,100,5170
5171,ghost,1,0,51,5171
5172,spider,4,4,44,5172
5173,zombie,2,2,25,5173
5174,spider,4,4,72,5174
5175,dragon,4,4,96,5175
5176,spider,4,4,48,5176
5177,goblin,4,2,20,5177
5178,dragon,2,4,89,5178
5179,zombie,1,1,26,5179
5180,goblin,2,2,28,5180
5181,zombie,0,0,27,5181
5182,zombie,0,2,11,5182
5183,goblin,3,2,18,5183
5184,spider,4,4,35,5184
5185,ghost,2,2,48,5185
5186,dragon,2,4,85,5186
5187,goblin,4,2,11,5187
5188,ghost,1,0,38,5188
5189,dragon,4,2,88,5189
5190,ghost,1,0,52,5190
5191,spider,4,4,59,5191
5192,zombie,2,1,27,5192
5193,spider,4,4,66,5193
5194,ghost,0,0,43,5194
5195,ghost,0,2,50,5195
5196,zombie,1,1,25,5196
5197,goblin,3,2,23,5197
5198,dragon,2,4,87,5198
5199,spider,4,4,75,5199
5200,zombie,2,1,37,5200
5201,ghost,0,0,55,5201
5202,dragon,4,2,83,5202
5203,goblin,2,2,27,5203
5204,dragon,2,2,96,5204
5205,ghost,2,0,41,5205
5206,spider,4,4,53,5206
5207,zombie,0,0,15,5207
5208,ghost,0,2,56,5208
5209,ghost,1,2,39,5209
5210,dragon,4,2,90,5210
5211,goblin,1,2,7,5211
5212,dragon,4,4,89,5212
5213,ghost,0,2,54,5213
5214,ghost,1,2,44,5214
5215,goblin,4,2,21,5215
5216,ghost,1,0,31,5216
5217,dragon,4,4,100,5217
5218,goblin,4,2,1,5218
5219,dragon,4,2,95,5219
5220,zombie,0,2,30,5220
5221,ghost,0,0,53,5221
5222,spider,4,4,48,5222
5223,dragon,2,4,94,5223
5224,dragon,2,2,98,5224
5225,ghost,0,2,60,5225
5226,zombie,1,1,17,5226
5227,ghost,1,2,56,5227
5228,spider,4,4,49,5228
5229,spider,4,4,45,5229
5230,dragon,4,4,81,5230
5231,zombie,2,1,27,5231
5232,goblin,1,2,26,5232
5233,goblin,3,2,11,5233
5234,ghost,1,0,56,5234
5235,spider,4,4,75,5235
5236,goblin,3,2,0,5236
5237,dragon,4,4,85,5237
5238,zombie,0,2,36,5238
5239,zombie,2,2,22,5239
5240,goblin,4,2,23,5240
5241,ghost,1,0,56,5241
5242,goblin,3,2,10,5242
5243,goblin,2,2,28,5243
5244,spider,4,4,40,5244
5245,ghost,2,2,41,5245
5246,spider,4,4,60,5246
5247,ghost,0,2,55,5247
5248,dragon,4,2,93,5248
5249,dragon,2,2,88,5249
5250,zombie,1,2,19,5250
5251,goblin,3,2,3,5251
5252,spider,4,4,55,5252
5253,dragon,2,2,86,5253
5254,ghost,2,0,53,5254
5255,zombie,1,0,24,5255
5256,spider,4,4,38,5256
5257,zombie,0,0,28,5257
5258,dragon,4,4,87,5258
5259,zombie,1,1,22,5259
5260,dragon,4,4,83,5260
5261,zombie,1,2,31,5261
5262,ghost,2,2,32,5262
5263,spider,4,4,40,5263
5264,zombie,1,1,39,5264
5265,goblin,1,2,21,5265
5266,zombie,0,1,36,5266
5267,dragon,2,2,99,5267
5268,spider,4,4,44,5268
5269,dragon,2,2,85,5269
5270,zombie,1,0,40,5270
5271,zombie,1,1,19,5271
5272,spider,4,4,67,5272
5273,spider,4,4,54,5273
5274,dragon,2,4,86,5274
5275,zombie,0,0,33,5275
5276,goblin,2,2,1,5276
5277,ghost,2,2,44,5277
5278,dragon,4,2,98,5278
5279,ghost,2,2,56,5279
5280,dragon,2,2,88,5280
5281,zombie,2,1,15,5281
5282,dragon,2,2,95,5282
5283,ghost,2,0,34,5283
5284,goblin,2,2,7,5284
5285,spider,4,4,74,5285
5286,goblin,1,2,21,5286
5287,ghost,2,2,52,5287
5288,ghost,1,2,36,5288
5289,goblin,3,2,7,5289
5290,zombie,1,2,12,5290
5291,spider,4,4,51,5291
5292,zombie,0,0,35,5292
5293,dragon,4,2,92,5293
5294,goblin,1,2,12,5294
5295,zombie,1,1,26,5295
5296,dragon,4,2,99,5296
5297,dragon,2,4,90,5297
5298,zombie,2,2,34,5298
5299,zombie,1,1,12,5299
5300,dragon,2,4,80,5300
5301,goblin,3,2,11,5301
5302,dragon,4,2,85,5302
5303,goblin,1,2,2,5303
5304,ghost,1,2,38,5304
5305,zombie,0,1,20,5305
5306,dragon,2,4,97,5306
5307,spider,4,4,61,5307
5308,ghost,0,2,58,5308
5309,dragon,2,2,83,5309
5310,zombie,1,0,39,5310
5311,ghost,0,0,30,5311
5312,ghost,1,2,32,5312
5313,zombie,0,0,15,5313
5314,zombie,2,0,33,5314
5315,zombie,1,0,37,5315
5316,goblin,2,2,26,5316
5317,dragon,4,2,81,5317
5318,dragon,4,4,86,5318
5319,zombie,1,0,12,5319
5320,dragon,2,4,99,5320
5321,zombie,2,0,30,5321
5322,ghost,0,2,38,5322
5323,ghost,0,0,47,5323
5324,goblin,3,2,9,5324
5325,dragon,4,2,99,5325
5326,goblin,4,2,28,5326
5327,goblin,4,2,29,5327
5328,ghost,2,2,56,5328
5329,goblin,3,2,4,5329
5330,dragon,2,2,99,5330
5331,ghost,2,0,36,5331
5332,dragon,2,2,81,5332
5333,ghost,2,2,34,5333
5334,ghost,2,0,44,5334
5335,zombie,2,0,18,5335
5336,goblin,1,2,18,5336
5337,ghost,1,2,43,5337
5338,goblin,4,2,1,5338
5339,ghost,2,2,30,5339
5340,zombie,1,1,12,5340
5341,zombie,2,2,31,5341
5342,ghost,2,2,40,5342
5343,ghost,0,0,41,5343
5344,ghost,0,0,42,5344
5345,ghost,2,0,48,5345
5346,spider,4,4,68,5346
5347,spider,4,4,41,5347
5348,spider,4,4,71,5348
5349,zombie,0,0,26,5349
5350,dragon,2,4,84,5350
5351,goblin,3,2,14,5351
5352,ghost,0,0,40,5352
5353,spider,4,4,63,5353
5354,spider,4,4,52,5354
5355,dragon,2,4,86,5355
5356,dragon,4,2,87,5356
5357,spider,4,4,53,5357
5358,goblin,1,2,3,5358
5359,zombie,0,0,17,5359
5360,goblin,2,2,2,5360
5361,goblin,4,2,27,5361
5362,zombie,1,0,26,5362
5363,zombie,0,1,29,5363
5364,zombie,2,2,13,5364
5365,ghost,1,0,59,5365
5366,zombie,2,1,33,5366
5367,spider,4,4,54,5367
5368,ghost,0,2,58,5368
5369,spider,4,4,36,5369
5370,dragon,4,2,93,5370
5371,goblin,1,2,25,5371
5372,goblin,3,2,4,5372
5373,zombie,1,0,11,5373
5374,dragon,4,4,95,5374
5375,ghost,1,2,55,5375
5376,goblin,1,2,16,5376
5377,goblin,4,2,9,5377
5378,ghost,2,0,53,5378
5379,ghost,1,2,37,5379
5380,ghost,2,2,50,5380
5381,zombie,1,2,12,5381
5382,ghost,2,2,54,5382
5383,goblin,1,2,27,5383
5384,ghost,2,0,38,5384
5385,ghost,1,0,59,5385
5386,dragon,2,2,92,5386
5387,ghost,1,2,46,5387
5388,dragon,4,4,98,5388
5389,dragon,2,2,85,5389
5390,dragon,2,4,92,5390
5391,dragon,2,2,82,5391
5392,zombie,1,1,28,5392
5393,dragon,2,2,99,5393
5394,goblin,1,2,5,5394
5395,ghost,0,0,49,5395
5396,goblin,1,2,21,5396
5397,dragon,4,2,97,5397
5398,goblin,4,2,12,5398
5399,dragon,4,2,80,5399
5400,zombie,2,2,30,5400
5401,zombie,2,2,17,5401
5402,dragon,2,4,82,5402
5403,goblin,2,2,26,5403
5404,ghost,1,0,52,5404
5405,zombie,0,0,22,5405
5406,ghost,2,0,52,5406
5407,spider,4,4,35,5407
5408,goblin,1,2,12,5408
5409,dragon,2,2,88,5409
5410,spider,4,4,41,5410
5411,ghost,1,2,35,5411
5412,spider,4,4,44,5412
5413,zombie,1,0,14,5413
5414,ghost,1,2,46,5414
5415,spider,4,4,48,5415
5416,zombie,1,1,38,5416
5417,spider,4,4,71,5417
5418,zombie,0,2,26,5418
5419,ghost,0,2,41,5419
5420,goblin,4,2,1,5420
5421,zombie,2,0,12,5421
5422,spider,4,4,35,5422
5423,spider,4,4,68,5423
5424,zombie,0,2,14,5424
5425,dragon,4,4,81,5425
5426,zombie,1,0,31,5426
5427,zombie,1,0,10,5427
5428,spider,4,4,60,5428
5429,ghost,0,0,32,5429
5430,ghost,2,2,44,5430
5431,spider,4,4,57,5431
5432,ghost,1,0,37,5432
5433,ghost,0,0,41,5433
5434,zombie,0,1,11,5434
5435,ghost,0,0,33,5435
5436,spider,4,4,75,5436
5437,spider,4,4,52,5437
5438,ghost,0,2,47,5438
5439,dragon,4,2,93,5439
5440,dragon,2,2,86,5440
5441,ghost,0,0,58,5441
5442,dragon,2,4,92,5442
5443,zombie,1,1,31,5443
5444,spider,4,4,44,5444
5445,zombie,1,2,16,5445
5446,spider,4,4,40,5446
5447,dragon,2,2,94,5447
5448,zombie,1,1,20,5448
5449,goblin,3,2,28,5449
5450,ghost,1,0,59,5450
5451,ghost,2,2,39,5451
5452,zombie,2,2,22,5452
5453,spider,4,4,70,5453
5454,ghost,1,0,36,5454
5455,zombie,0,1,30,5455
5456,goblin,1,2,12,5456
5457,goblin,3,2,18,5457
5458,spider,4,4,46,5458
5459,spider,4,4,54,5459
5460,zombie,1,1,16,5460
5461,dragon,4,4,83,5461
5462,goblin,3,2,22,5462
5463,goblin,3,2,23,5463
5464,goblin,4,2,26,5464
5465,ghost,2,2,32,5465
5466,dragon,4,2,90,5466
5467,dragon,4,4,99,5467
5468,zombie,0,1,21,5468
5469,zombie,0,2,16,5469
5470,ghost,1,0,51,5470
5471,dragon,2,4,93,5471
5472,spider,4,4,40,5472
5473,goblin,2,2,27,5473
5474,ghost,1,0,34,5474
5475,dragon,2,2,84,5475
5476,zombie,1,2,18,5476
5477,spider,4,4,42,5477
5478,zombie,0,1,36,5478
5479,dragon,2,2,92,5479
5480,zombie,0,2,17,5480
5481,zombie,2,2,18,5481
5482,goblin,2,2,22,5482
5483,goblin,1,2,21,5483
5484,ghost,0,0,31,5484
5485,zombie,1,0,36,5485
5486,zombie,0,2,30,5486
5487,spider,4,4,71,5487
5488,goblin,2,2,17,5488
5489,ghost,1,2,33,5489
5490,goblin,1,2,16,5490
5491,zombie,2,2,25,5491
5492,goblin,2,2,17,5492
5493,ghost,0,2,53,5493
5494,ghost,1,0,30,5494
5495,dragon,2,4,82,5495
5496,ghost,0,2,47,5496
5497,zombie,1,2,24,5497
5498,goblin,2,2,5,5498
5499,spider,4,4,72,5499
5500,goblin,1,2,24,5500
5501,dragon,4,2,91,5501
5502,dragon,2,4,88,5502
5503,spider,4,4,38,5503
5504,goblin,3,2,7,5504
5505,dragon,4,2,83,5505
5506,ghost,2,2,55,5506
5507,spider,4,4,47,5507
5508,zombie,2,1,25,5508
5509,goblin,1,2,25,5509
5510,zombie,0,0,24,5510
5511,dragon,4,2,80,5511
5512,ghost,0,0,45,5512
5513,spider,4,4,53,5513
5514,ghost,0,0,58,5514
5515,goblin,1,2,12,5515
5516,zombie,1,1,27,5516
5517,dragon,4,4,84,5517
5518,zombie,0,1,25,5518
5519,ghost,0,0,60,5519
5520,goblin,3,2,13,5520
5521,ghost,2,2,30,5521
5522,zombie,1,1,13,5522
5523,goblin,4,2,1,5523
5524,dragon,2,2,100,5524
5525,dragon,2,2,94,5525
5526,dragon,4,2,82,5526
5527,goblin,1,2,27,5527
5528,dragon,4,4,81,5528
5529,goblin,3,2,13,5529
5530,spider,4,4,54,5530
5531,spider,4,4,63,5531
5532,dragon,2,2,85,5532
5533,zombie,2,0,37,5533
5534,goblin,4,2,18,5534
5535,zombie,0,1,15,5535
5536,spider,4,4,74,5536
5537,goblin,4,2,25,5537
5538,zombie,2,1,10,5538
5539,spider,4,4,61,5539
5540,zombie,2,2,24,5540
5541,dragon,4,2,81,5541
5542,spider,4,4,41,5542
5543,zombie,1,0,17,5543
5544,goblin,1,2,9,5544
5545,goblin,3,2,22,5545
5546,goblin,2,2,30,5546
5547,spider,4,4,50,5547
5548,goblin,2,2,13,5548
5549,spider,4,4,74,5549
5550,spider,4,4,44,5550
5551,zombie,0,1,36,5551
5552,zombie,1,2,27,5552
5553,spider,4,4,58,5553
5554,ghost,1,2,31,5554
5555,dragon,4,4,83,5555
5556,spider,4,4,63,5556
5557,ghost,0,2,59,5557
5558,spider,4,4,57,5558
5559,goblin,4,2,26,5559
5560,dragon,2,4,100,5560
5561,dragon,2,2,95,5561
5562,spider,4,4,60,5562
5563,zombie,0,0,20,5563
5564,spider,4,4,71,5564
5565,dragon,4,2,83,5565
5566,goblin,2,2,24,5566
5567,dragon,4,2,88,5567
5568,spider,4,4,69,5568
5569,ghost,1,2,40,5569
5570,ghost,0,0,32,5570
5571,dragon,2,4,90,5571
5572,dragon,2,2,87,5572
5573,spider,4,4,50,5573
5574,goblin,2,2,14,5574
5575,dragon,2,4,90,5575
5576,dragon,4,4,99,5576
5577,zombie,1,1,14,5577
5578,zombie,2,1,39,5578
5579,spider,4,4,47,5579
5580,ghost,1,0,50,5580
5581,dragon,4,2,98,5581
5582,spider,4,4,54,5582
5583,dragon,4,4,98,5583
5584,zombie,1,0,10,5584
5585,ghost,1,2,44,5585
5586,goblin,3,2,29,5586
5587,zombie,0,0,18,5587
5588,dragon,2,2,84,5588
5589,ghost,0,2,60,5589
5590,zombie,1,2,14,5590
5591,ghost,0,0,49,5591
5592,zombie,0,1,16,5592
5593,goblin,4,2,11,5593
5594,zombie,1,1,27,5594
5595,dragon,4,2,84,5595
5596,goblin,4,2,8,5596
5597,zombie,0,2,13,5597
5598,zombie,2,0,40,5598
5599,goblin,2,2,24,5599
5600,spider,4,4,70,5600
5601,goblin,2,2,4,5601
5602,dragon,4,2,100,5602
5603,spider,4,4,45,5603
5604,goblin,2,2,6,5604
5605,goblin,4,2,30,5605
5606,ghost,0,2,32,5606
5607,spider,4,4,39,5607
5608,spider,4,4,38,5608
5609,spider,4,4,51,5609
5610,dragon,4,4,92,5610
5611,spider,4,4,52,5611
5612,ghost,1,0,46,5612
5613,zombie,2,1,24,5613
5614,zombie,2,2,24,5614
5615,spider,4,4,50,5615
5616,zombie,0,2,21,5616
5617,dragon,4,4,94,5617
5618,goblin,3,2,23,5618
5619,goblin,4,2,16,5619
5620,dragon,2,2,81,5620
5621,dragon,2,2,80,5621
5622,spider,4,4,68,5622
5623,spider,4,4,42,5623
5624,zombie,2,2,32,5624
5625,goblin,2,2,12,5625
5626,spider,4,4,37,5626
5627,spider,4,4,75,5627
5628,goblin,4,2,3,5628
5629,goblin,3,2,25,5629
5630,dragon,2,2,81,5630
5631,goblin,3,2,30,5631
5632,spider,4,4,62,5632
5633,spider,4,4,51,5633
5634,dragon,2,4,92,5634
5635,dragon,2,4,96,5635
5636,goblin,2,2,21,5636
5637,goblin,2,2,4,5637
5638,spider,4,4,36,5638
5639,dragon,4,2,87,5639
5640,zombie,2,0,34,5640
5641,ghost,1,0,35,5641
5642,goblin,2,2,2,5642
5643,zombie,0,2,38,5643
5644,ghost,2,2,30,5644
5645,zombie,0,2,13,5645
5646,ghost,2,2,54,5646
5647,zombie,0,0,16,5647
5648,goblin,1,2,12,5648
5649,ghost,0,2,34,5649
5650,spider,4,4,48,5650
5651,dragon,4,2,100,5651
5652,zombie,0,2,32,5652
5653,spider,4,4,74,5653
5654,zombie,1,1,36,5654
5655,spider,4,4,49,5655
5656,dragon,4,2,84,5656
5657,dragon,2,2,81,5657
5658,zombie,2,2,35,5658
5659,ghost,1,0,52,5659
5660,dragon,2,2,87,5660
5661,dragon,4,2,93,5661
5662,dragon,4,4,84,5662
5663,dragon,2,2,81,5663
5664,ghost,2,2,30,5664
5665,spider,4,4,72,5665
5666,spider,4,4,51,5666
5667,spider,4,4,58,5667
5668,goblin,1,2,5,5668
5669,goblin,3,2,6,5669
5670,zombie,0,2,39,5670
